trade_date,ts_code,trade_date,close
2010-06-01,399006.SZ,20100601,973.233
2010-06-02,399006.SZ,20100602,997.119
2010-06-03,399006.SZ,20100603,998.394
2010-06-04,399006.SZ,20100604,1027.681
2010-06-07,399006.SZ,20100607,1069.468
2010-06-08,399006.SZ,20100608,1067.154
2010-06-09,399006.SZ,20100609,1077.823
2010-06-10,399006.SZ,20100610,1117.478
2010-06-11,399006.SZ,20100611,1122.199
2010-06-17,399006.SZ,20100617,1064.839
2010-06-18,399006.SZ,20100618,1000.277
2010-06-21,399006.SZ,20100621,1040.802
2010-06-22,399006.SZ,20100622,1034.995
2010-06-23,399006.SZ,20100623,1047.337
2010-06-24,399006.SZ,20100624,1050.601
2010-06-25,399006.SZ,20100625,1016.283
2010-06-28,399006.SZ,20100628,987.827
2010-06-29,399006.SZ,20100629,913.309
2010-06-30,399006.SZ,20100630,919.314
2010-07-01,399006.SZ,20100701,882.19
2010-07-02,399006.SZ,20100702,873.12
2010-07-05,399006.SZ,20100705,862.268
2010-07-06,399006.SZ,20100706,893.718
2010-07-07,399006.SZ,20100707,908.549
2010-07-08,399006.SZ,20100708,905.509
2010-07-09,399006.SZ,20100709,932.147
2010-07-12,399006.SZ,20100712,930.173
2010-07-13,399006.SZ,20100713,931.08
2010-07-14,399006.SZ,20100714,922.362
2010-07-15,399006.SZ,20100715,892.557
2010-07-16,399006.SZ,20100716,892.298
2010-07-19,399006.SZ,20100719,908.049
2010-07-20,399006.SZ,20100720,937.017
2010-07-21,399006.SZ,20100721,941.25
2010-07-22,399006.SZ,20100722,950.209
2010-07-23,399006.SZ,20100723,960.588
2010-07-26,399006.SZ,20100726,966.154
2010-07-27,399006.SZ,20100727,957.967
2010-07-28,399006.SZ,20100728,972.534
2010-07-29,399006.SZ,20100729,975.362
2010-07-30,399006.SZ,20100730,968.431
2010-08-02,399006.SZ,20100802,994.228
2010-08-03,399006.SZ,20100803,975.645
2010-08-04,399006.SZ,20100804,978.014
2010-08-05,399006.SZ,20100805,987.351
2010-08-06,399006.SZ,20100806,1011.39
2010-08-09,399006.SZ,20100809,1032.339
2010-08-10,399006.SZ,20100810,993.992
2010-08-11,399006.SZ,20100811,1004.637
2010-08-12,399006.SZ,20100812,991.777
2010-08-13,399006.SZ,20100813,1007.206
2010-08-16,399006.SZ,20100816,1030.217
2010-08-17,399006.SZ,20100817,1033.581
2010-08-18,399006.SZ,20100818,1026.722
2010-08-19,399006.SZ,20100819,1025.526
2010-08-20,399006.SZ,20100820,995.944
2010-08-23,399006.SZ,20100823,995.613
2010-08-24,399006.SZ,20100824,1004.985
2010-08-25,399006.SZ,20100825,976.878
2010-08-26,399006.SZ,20100826,980.63
2010-08-27,399006.SZ,20100827,999.456
2010-08-30,399006.SZ,20100830,1024.928
2010-08-31,399006.SZ,20100831,1025.57
2010-09-01,399006.SZ,20100901,995.586
2010-09-02,399006.SZ,20100902,1014.922
2010-09-03,399006.SZ,20100903,1036.703
2010-09-06,399006.SZ,20100906,1010.764
2010-09-07,399006.SZ,20100907,1022.622
2010-09-08,399006.SZ,20100908,1026.327
2010-09-09,399006.SZ,20100909,1021.832
2010-09-10,399006.SZ,20100910,1034.939
2010-09-13,399006.SZ,20100913,1042.482
2010-09-14,399006.SZ,20100914,1031.219
2010-09-15,399006.SZ,20100915,990.103
2010-09-16,399006.SZ,20100916,972.602
2010-09-17,399006.SZ,20100917,972.229
2010-09-20,399006.SZ,20100920,949.195
2010-09-21,399006.SZ,20100921,934.461
2010-09-27,399006.SZ,20100927,950.671
2010-09-28,399006.SZ,20100928,942.049
2010-09-29,399006.SZ,20100929,926.758
2010-09-30,399006.SZ,20100930,942.539
2010-10-08,399006.SZ,20101008,959.863
2010-10-11,399006.SZ,20101011,947.11
2010-10-12,399006.SZ,20101012,951.79
2010-10-13,399006.SZ,20101013,962.738
2010-10-14,399006.SZ,20101014,958.495
2010-10-15,399006.SZ,20101015,944.254
2010-10-18,399006.SZ,20101018,932.359
2010-10-19,399006.SZ,20101019,995.922
2010-10-20,399006.SZ,20101020,1004.542
2010-10-21,399006.SZ,20101021,991.842
2010-10-22,399006.SZ,20101022,1013.448
2010-10-25,399006.SZ,20101025,1039.054
2010-10-26,399006.SZ,20101026,1036.007
2010-10-27,399006.SZ,20101027,1030.593
2010-10-28,399006.SZ,20101028,1038.622
2010-10-29,399006.SZ,20101029,1064.522
2010-11-01,399006.SZ,20101101,1107.523
2010-11-02,399006.SZ,20101102,1075.151
2010-11-03,399006.SZ,20101103,1040.621
2010-11-04,399006.SZ,20101104,1057.714
2010-11-05,399006.SZ,20101105,1072.219
2010-11-08,399006.SZ,20101108,1107.061
2010-11-09,399006.SZ,20101109,1115.648
2010-11-10,399006.SZ,20101110,1141.582
2010-11-11,399006.SZ,20101111,1132.722
2010-11-12,399006.SZ,20101112,1082.24
2010-11-15,399006.SZ,20101115,1148.539
2010-11-16,399006.SZ,20101116,1126.175
2010-11-17,399006.SZ,20101117,1085.349
2010-11-18,399006.SZ,20101118,1102.845
2010-11-19,399006.SZ,20101119,1153.171
2010-11-22,399006.SZ,20101122,1174.938
2010-11-23,399006.SZ,20101123,1183.502
2010-11-24,399006.SZ,20101124,1208.45
2010-11-25,399006.SZ,20101125,1186.358
2010-11-26,399006.SZ,20101126,1196.019
2010-11-29,399006.SZ,20101129,1220.11
2010-11-30,399006.SZ,20101130,1181.504
2010-12-01,399006.SZ,20101201,1177.175
2010-12-02,399006.SZ,20101202,1177.84
2010-12-03,399006.SZ,20101203,1157.939
2010-12-06,399006.SZ,20101206,1134.383
2010-12-07,399006.SZ,20101207,1161.692
2010-12-08,399006.SZ,20101208,1160.239
2010-12-09,399006.SZ,20101209,1144.531
2010-12-10,399006.SZ,20101210,1166.801
2010-12-13,399006.SZ,20101213,1209.271
2010-12-14,399006.SZ,20101214,1218.52
2010-12-15,399006.SZ,20101215,1211.804
2010-12-16,399006.SZ,20101216,1225.03
2010-12-17,399006.SZ,20101217,1232.982
2010-12-20,399006.SZ,20101220,1212.337
2010-12-21,399006.SZ,20101221,1215.022
2010-12-22,399006.SZ,20101222,1201.647
2010-12-23,399006.SZ,20101223,1176.364
2010-12-24,399006.SZ,20101224,1144.502
2010-12-27,399006.SZ,20101227,1105.296
2010-12-28,399006.SZ,20101228,1091.483
2010-12-29,399006.SZ,20101229,1113.31
2010-12-30,399006.SZ,20101230,1117.214
2010-12-31,399006.SZ,20101231,1137.662
2011-01-04,399006.SZ,20110104,1155.106
2011-01-05,399006.SZ,20110105,1155.349
2011-01-06,399006.SZ,20110106,1134.792
2011-01-07,399006.SZ,20110107,1126.517
2011-01-10,399006.SZ,20110110,1093.765
2011-01-11,399006.SZ,20110111,1078.365
2011-01-12,399006.SZ,20110112,1089.673
2011-01-13,399006.SZ,20110113,1093.856
2011-01-14,399006.SZ,20110114,1067.418
2011-01-17,399006.SZ,20110117,1028.161
2011-01-18,399006.SZ,20110118,1025.716
2011-01-19,399006.SZ,20110119,1048.535
2011-01-20,399006.SZ,20110120,1020.389
2011-01-21,399006.SZ,20110121,1024.505
2011-01-24,399006.SZ,20110124,994.967
2011-01-25,399006.SZ,20110125,978.998
2011-01-26,399006.SZ,20110126,995.744
2011-01-27,399006.SZ,20110127,1013.024
2011-01-28,399006.SZ,20110128,1020.938
2011-01-31,399006.SZ,20110131,1029.12
2011-02-01,399006.SZ,20110201,1032.604
2011-02-09,399006.SZ,20110209,1025.152
2011-02-10,399006.SZ,20110210,1063.946
2011-02-11,399006.SZ,20110211,1071.582
2011-02-14,399006.SZ,20110214,1086.558
2011-02-15,399006.SZ,20110215,1087.725
2011-02-16,399006.SZ,20110216,1107.24
2011-02-17,399006.SZ,20110217,1115.334
2011-02-18,399006.SZ,20110218,1100.461
2011-02-21,399006.SZ,20110221,1117.672
2011-02-22,399006.SZ,20110222,1088.266
2011-02-23,399006.SZ,20110223,1114.052
2011-02-24,399006.SZ,20110224,1101.953
2011-02-25,399006.SZ,20110225,1095.098
2011-02-28,399006.SZ,20110228,1099.776
2011-03-01,399006.SZ,20110301,1098.003
2011-03-02,399006.SZ,20110302,1088.897
2011-03-03,399006.SZ,20110303,1064.307
2011-03-04,399006.SZ,20110304,1071.86
2011-03-07,399006.SZ,20110307,1078.111
2011-03-08,399006.SZ,20110308,1084.821
2011-03-09,399006.SZ,20110309,1087.299
2011-03-10,399006.SZ,20110310,1093.904
2011-03-11,399006.SZ,20110311,1101.76
2011-03-14,399006.SZ,20110314,1107.537
2011-03-15,399006.SZ,20110315,1094.954
2011-03-16,399006.SZ,20110316,1102.215
2011-03-17,399006.SZ,20110317,1078.371
2011-03-18,399006.SZ,20110318,1083.597
2011-03-21,399006.SZ,20110321,1070.601
2011-03-22,399006.SZ,20110322,1067.285
2011-03-23,399006.SZ,20110323,1076.563
2011-03-24,399006.SZ,20110324,1077.988
2011-03-25,399006.SZ,20110325,1072.343
2011-03-28,399006.SZ,20110328,1052.113
2011-03-29,399006.SZ,20110329,1019.04
2011-03-30,399006.SZ,20110330,1006.366
2011-03-31,399006.SZ,20110331,1008.296
2011-04-01,399006.SZ,20110401,1015.076
2011-04-06,399006.SZ,20110406,994.261
2011-04-07,399006.SZ,20110407,1004.412
2011-04-08,399006.SZ,20110408,1019.142
2011-04-11,399006.SZ,20110411,1002.804
2011-04-12,399006.SZ,20110412,1000.165
2011-04-13,399006.SZ,20110413,1020.747
2011-04-14,399006.SZ,20110414,1016.616
2011-04-15,399006.SZ,20110415,1010.058
2011-04-18,399006.SZ,20110418,1003.258
2011-04-19,399006.SZ,20110419,994.299
2011-04-20,399006.SZ,20110420,1008.18
2011-04-21,399006.SZ,20110421,1010.56
2011-04-22,399006.SZ,20110422,1004.646
2011-04-25,399006.SZ,20110425,975.175
2011-04-26,399006.SZ,20110426,958.292
2011-04-27,399006.SZ,20110427,942.543
2011-04-28,399006.SZ,20110428,904.147
2011-04-29,399006.SZ,20110429,912.715
2011-05-03,399006.SZ,20110503,922.072
2011-05-04,399006.SZ,20110504,903.985
2011-05-05,399006.SZ,20110505,914.593
2011-05-06,399006.SZ,20110506,918.282
2011-05-09,399006.SZ,20110509,931.77
2011-05-10,399006.SZ,20110510,931.205
2011-05-11,399006.SZ,20110511,929.953
2011-05-12,399006.SZ,20110512,909.255
2011-05-13,399006.SZ,20110513,909.774
2011-05-16,399006.SZ,20110516,906.337
2011-05-17,399006.SZ,20110517,895.149
2011-05-18,399006.SZ,20110518,890.794
2011-05-19,399006.SZ,20110519,884.89
2011-05-20,399006.SZ,20110520,875.43
2011-05-23,399006.SZ,20110523,840.898
2011-05-24,399006.SZ,20110524,870.939
2011-05-25,399006.SZ,20110525,842.35
2011-05-26,399006.SZ,20110526,830.921
2011-05-27,399006.SZ,20110527,822.944
2011-05-30,399006.SZ,20110530,834.316
2011-05-31,399006.SZ,20110531,846.315
2011-06-01,399006.SZ,20110601,851.166
2011-06-02,399006.SZ,20110602,833.737
2011-06-03,399006.SZ,20110603,847.545
2011-06-07,399006.SZ,20110607,847.709
2011-06-08,399006.SZ,20110608,844.978
2011-06-09,399006.SZ,20110609,828.016
2011-06-10,399006.SZ,20110610,824.03
2011-06-13,399006.SZ,20110613,829.359
2011-06-14,399006.SZ,20110614,838.474
2011-06-15,399006.SZ,20110615,827.533
2011-06-16,399006.SZ,20110616,810.709
2011-06-17,399006.SZ,20110617,802.637
2011-06-20,399006.SZ,20110620,791.758
2011-06-21,399006.SZ,20110621,795.608
2011-06-22,399006.SZ,20110622,791.513
2011-06-23,399006.SZ,20110623,814.444
2011-06-24,399006.SZ,20110624,832.324
2011-06-27,399006.SZ,20110627,843.859
2011-06-28,399006.SZ,20110628,844.177
2011-06-29,399006.SZ,20110629,836.384
2011-06-30,399006.SZ,20110630,845.919
2011-07-01,399006.SZ,20110701,855.27
2011-07-04,399006.SZ,20110704,876.168
2011-07-05,399006.SZ,20110705,883.417
2011-07-06,399006.SZ,20110706,894.277
2011-07-07,399006.SZ,20110707,899.798
2011-07-08,399006.SZ,20110708,894.909
2011-07-11,399006.SZ,20110711,903.31
2011-07-12,399006.SZ,20110712,891.516
2011-07-13,399006.SZ,20110713,913.085
2011-07-14,399006.SZ,20110714,932.775
2011-07-15,399006.SZ,20110715,951.138
2011-07-18,399006.SZ,20110718,946.118
2011-07-19,399006.SZ,20110719,927.297
2011-07-20,399006.SZ,20110720,930.828
2011-07-21,399006.SZ,20110721,915.368
2011-07-22,399006.SZ,20110722,923.995
2011-07-25,399006.SZ,20110725,887.063
2011-07-26,399006.SZ,20110726,892.54
2011-07-27,399006.SZ,20110727,915.548
2011-07-28,399006.SZ,20110728,919.395
2011-07-29,399006.SZ,20110729,913.278
2011-08-01,399006.SZ,20110801,927.384
2011-08-02,399006.SZ,20110802,932.121
2011-08-03,399006.SZ,20110803,945.509
2011-08-04,399006.SZ,20110804,937.475
2011-08-05,399006.SZ,20110805,919.185
2011-08-08,399006.SZ,20110808,877.443
2011-08-09,399006.SZ,20110809,878.761
2011-08-10,399006.SZ,20110810,891.752
2011-08-11,399006.SZ,20110811,915.489
2011-08-12,399006.SZ,20110812,926.297
2011-08-15,399006.SZ,20110815,942.485
2011-08-16,399006.SZ,20110816,933.139
2011-08-17,399006.SZ,20110817,936.159
2011-08-18,399006.SZ,20110818,915.684
2011-08-19,399006.SZ,20110819,912.421
2011-08-22,399006.SZ,20110822,910.606
2011-08-23,399006.SZ,20110823,936.416
2011-08-24,399006.SZ,20110824,940.196
2011-08-25,399006.SZ,20110825,942.944
2011-08-26,399006.SZ,20110826,952.806
2011-08-29,399006.SZ,20110829,954.029
2011-08-30,399006.SZ,20110830,934.185
2011-08-31,399006.SZ,20110831,921.495
2011-09-01,399006.SZ,20110901,917.751
2011-09-02,399006.SZ,20110902,909.853
2011-09-05,399006.SZ,20110905,883.873
2011-09-06,399006.SZ,20110906,874.738
2011-09-07,399006.SZ,20110907,899.614
2011-09-08,399006.SZ,20110908,891.932
2011-09-09,399006.SZ,20110909,881.577
2011-09-13,399006.SZ,20110913,861.916
2011-09-14,399006.SZ,20110914,876.949
2011-09-15,399006.SZ,20110915,875.861
2011-09-16,399006.SZ,20110916,874.883
2011-09-19,399006.SZ,20110919,854.712
2011-09-20,399006.SZ,20110920,856.812
2011-09-21,399006.SZ,20110921,881.031
2011-09-22,399006.SZ,20110922,852.92
2011-09-23,399006.SZ,20110923,843.479
2011-09-26,399006.SZ,20110926,829.347
2011-09-27,399006.SZ,20110927,830.884
2011-09-28,399006.SZ,20110928,817.515
2011-09-29,399006.SZ,20110929,791.894
2011-09-30,399006.SZ,20110930,791.134
2011-10-10,399006.SZ,20111010,790.042
2011-10-11,399006.SZ,20111011,786.151
2011-10-12,399006.SZ,20111012,816.138
2011-10-13,399006.SZ,20111013,833.021
2011-10-14,399006.SZ,20111014,830.197
2011-10-17,399006.SZ,20111017,832.289
2011-10-18,399006.SZ,20111018,806.6
2011-10-19,399006.SZ,20111019,804.436
2011-10-20,399006.SZ,20111020,778.954
2011-10-21,399006.SZ,20111021,763.295
2011-10-24,399006.SZ,20111024,772.41
2011-10-25,399006.SZ,20111025,797.858
2011-10-26,399006.SZ,20111026,811.134
2011-10-27,399006.SZ,20111027,810.922
2011-10-28,399006.SZ,20111028,833.423
2011-10-31,399006.SZ,20111031,852.798
2011-11-01,399006.SZ,20111101,853.359
2011-11-02,399006.SZ,20111102,881.047
2011-11-03,399006.SZ,20111103,877.658
2011-11-04,399006.SZ,20111104,882.253
2011-11-07,399006.SZ,20111107,878.758
2011-11-08,399006.SZ,20111108,862.36
2011-11-09,399006.SZ,20111109,891.123
2011-11-10,399006.SZ,20111110,895.272
2011-11-11,399006.SZ,20111111,891.193
2011-11-14,399006.SZ,20111114,915.977
2011-11-15,399006.SZ,20111115,920.974
2011-11-16,399006.SZ,20111116,893.508
2011-11-17,399006.SZ,20111117,898.339
2011-11-18,399006.SZ,20111118,869.19
2011-11-21,399006.SZ,20111121,863.134
2011-11-22,399006.SZ,20111122,868.432
2011-11-23,399006.SZ,20111123,864.811
2011-11-24,399006.SZ,20111124,868.142
2011-11-25,399006.SZ,20111125,863.495
2011-11-28,399006.SZ,20111128,866.837
2011-11-29,399006.SZ,20111129,880.313
2011-11-30,399006.SZ,20111130,838.108
2011-12-01,399006.SZ,20111201,852.872
2011-12-02,399006.SZ,20111202,829.176
2011-12-05,399006.SZ,20111205,792.495
2011-12-06,399006.SZ,20111206,798.096
2011-12-07,399006.SZ,20111207,802.625
2011-12-08,399006.SZ,20111208,809.431
2011-12-09,399006.SZ,20111209,798.837
2011-12-12,399006.SZ,20111212,790.792
2011-12-13,399006.SZ,20111213,768.924
2011-12-14,399006.SZ,20111214,755.762
2011-12-15,399006.SZ,20111215,746.555
2011-12-16,399006.SZ,20111216,778.775
2011-12-19,399006.SZ,20111219,793.44
2011-12-20,399006.SZ,20111220,781.418
2011-12-21,399006.SZ,20111221,761.337
2011-12-22,399006.SZ,20111222,757.896
2011-12-23,399006.SZ,20111223,761.442
2011-12-26,399006.SZ,20111226,753.049
2011-12-27,399006.SZ,20111227,727.173
2011-12-28,399006.SZ,20111228,717.554
2011-12-29,399006.SZ,20111229,716.549
2011-12-30,399006.SZ,20111230,729.504
2012-01-04,399006.SZ,20120104,707.107
2012-01-05,399006.SZ,20120105,666.905
2012-01-06,399006.SZ,20120106,669.017
2012-01-09,399006.SZ,20120109,692.418
2012-01-10,399006.SZ,20120110,716.453
2012-01-11,399006.SZ,20120111,717.936
2012-01-12,399006.SZ,20120112,709.89
2012-01-13,399006.SZ,20120113,666.078
2012-01-16,399006.SZ,20120116,633.908
2012-01-17,399006.SZ,20120117,662.69
2012-01-18,399006.SZ,20120118,624.911
2012-01-19,399006.SZ,20120119,632.799
2012-01-20,399006.SZ,20120120,646.383
2012-01-30,399006.SZ,20120130,651.246
2012-01-31,399006.SZ,20120131,648.681
2012-02-01,399006.SZ,20120201,650.776
2012-02-02,399006.SZ,20120202,665.402
2012-02-03,399006.SZ,20120203,680.045
2012-02-06,399006.SZ,20120206,686.508
2012-02-07,399006.SZ,20120207,673.679
2012-02-08,399006.SZ,20120208,692.303
2012-02-09,399006.SZ,20120209,697.79
2012-02-10,399006.SZ,20120210,698.854
2012-02-13,399006.SZ,20120213,714.956
2012-02-14,399006.SZ,20120214,712.296
2012-02-15,399006.SZ,20120215,724.751
2012-02-16,399006.SZ,20120216,721.832
2012-02-17,399006.SZ,20120217,717.797
2012-02-20,399006.SZ,20120220,721.099
2012-02-21,399006.SZ,20120221,736.882
2012-02-22,399006.SZ,20120222,759.562
2012-02-23,399006.SZ,20120223,756.897
2012-02-24,399006.SZ,20120224,762.29
2012-02-27,399006.SZ,20120227,760.373
2012-02-28,399006.SZ,20120228,747.768
2012-02-29,399006.SZ,20120229,735.336
2012-03-01,399006.SZ,20120301,743.148
2012-03-02,399006.SZ,20120302,757.669
2012-03-05,399006.SZ,20120305,759.369
2012-03-06,399006.SZ,20120306,750.837
2012-03-07,399006.SZ,20120307,749.266
2012-03-08,399006.SZ,20120308,761.703
2012-03-09,399006.SZ,20120309,777.694
2012-03-12,399006.SZ,20120312,786.049
2012-03-13,399006.SZ,20120313,792.378
2012-03-14,399006.SZ,20120314,756.459
2012-03-15,399006.SZ,20120315,746.441
2012-03-16,399006.SZ,20120316,765.562
2012-03-19,399006.SZ,20120319,779.557
2012-03-20,399006.SZ,20120320,755.583
2012-03-21,399006.SZ,20120321,751.791
2012-03-22,399006.SZ,20120322,750.851
2012-03-23,399006.SZ,20120323,737.892
2012-03-26,399006.SZ,20120326,737.213
2012-03-27,399006.SZ,20120327,735.734
2012-03-28,399006.SZ,20120328,698.486
2012-03-29,399006.SZ,20120329,683.959
2012-03-30,399006.SZ,20120330,678.519
2012-04-05,399006.SZ,20120405,697.751
2012-04-06,399006.SZ,20120406,701.901
2012-04-09,399006.SZ,20120409,689.715
2012-04-10,399006.SZ,20120410,697.165
2012-04-11,399006.SZ,20120411,698.487
2012-04-12,399006.SZ,20120412,713.124
2012-04-13,399006.SZ,20120413,718.959
2012-04-16,399006.SZ,20120416,716.229
2012-04-17,399006.SZ,20120417,709.139
2012-04-18,399006.SZ,20120418,723.462
2012-04-19,399006.SZ,20120419,725.12
2012-04-20,399006.SZ,20120420,728.718
2012-04-23,399006.SZ,20120423,690.432
2012-04-24,399006.SZ,20120424,681.534
2012-04-25,399006.SZ,20120425,682.524
2012-04-26,399006.SZ,20120426,678.444
2012-04-27,399006.SZ,20120427,685.131
2012-05-02,399006.SZ,20120502,693.609
2012-05-03,399006.SZ,20120503,699.306
2012-05-04,399006.SZ,20120504,713.186
2012-05-07,399006.SZ,20120507,733.045
2012-05-08,399006.SZ,20120508,731.723
2012-05-09,399006.SZ,20120509,719.35
2012-05-10,399006.SZ,20120510,727.285
2012-05-11,399006.SZ,20120511,721.078
2012-05-14,399006.SZ,20120514,719.872
2012-05-15,399006.SZ,20120515,720.115
2012-05-16,399006.SZ,20120516,709.956
2012-05-17,399006.SZ,20120517,716.17
2012-05-18,399006.SZ,20120518,706.216
2012-05-21,399006.SZ,20120521,704.803
2012-05-22,399006.SZ,20120522,714.662
2012-05-23,399006.SZ,20120523,713.017
2012-05-24,399006.SZ,20120524,712.577
2012-05-25,399006.SZ,20120525,702.724
2012-05-28,399006.SZ,20120528,706.47
2012-05-29,399006.SZ,20120529,720.454
2012-05-30,399006.SZ,20120530,727.188
2012-05-31,399006.SZ,20120531,734.454
2012-06-01,399006.SZ,20120601,734.257
2012-06-04,399006.SZ,20120604,717.101
2012-06-05,399006.SZ,20120605,715.93
2012-06-06,399006.SZ,20120606,715.24
2012-06-07,399006.SZ,20120607,711.428
2012-06-08,399006.SZ,20120608,713.921
2012-06-11,399006.SZ,20120611,734.504
2012-06-12,399006.SZ,20120612,735.294
2012-06-13,399006.SZ,20120613,746.505
2012-06-14,399006.SZ,20120614,740.966
2012-06-15,399006.SZ,20120615,742.268
2012-06-18,399006.SZ,20120618,752.978
2012-06-19,399006.SZ,20120619,747.492
2012-06-20,399006.SZ,20120620,748.388
2012-06-21,399006.SZ,20120621,739.047
2012-06-25,399006.SZ,20120625,720.6
2012-06-26,399006.SZ,20120626,715.924
2012-06-27,399006.SZ,20120627,718.928
2012-06-28,399006.SZ,20120628,711.144
2012-06-29,399006.SZ,20120629,726.684
2012-07-02,399006.SZ,20120702,741.186
2012-07-03,399006.SZ,20120703,743.902
2012-07-04,399006.SZ,20120704,739.624
2012-07-05,399006.SZ,20120705,724.313
2012-07-06,399006.SZ,20120706,737.289
2012-07-09,399006.SZ,20120709,722.281
2012-07-10,399006.SZ,20120710,713.526
2012-07-11,399006.SZ,20120711,719.299
2012-07-12,399006.SZ,20120712,734.323
2012-07-13,399006.SZ,20120713,725.788
2012-07-16,399006.SZ,20120716,691.385
2012-07-17,399006.SZ,20120717,697.003
2012-07-18,399006.SZ,20120718,702.138
2012-07-19,399006.SZ,20120719,709.166
2012-07-20,399006.SZ,20120720,706.25
2012-07-23,399006.SZ,20120723,704.573
